arch,compiler,mpi_tasks,method,test,time
Emerald Rapids,gfortran,64,fmath,Electronic,500.15000000000003
Emerald Rapids,gfortran,64,fmath,Electronic,497.35
Emerald Rapids,gfortran,64,fmath,Electronic,521.83
Emerald Rapids,gfortran,24,fmath,Electronic,1017.34
Emerald Rapids,gfortran,24,fmath,Electronic,979.72
Emerald Rapids,gfortran,24,fmath,Electronic,987.3199999999999
Ice Lake,gfortran,48,fmath,Electronic,930.47
Ice Lake,gfortran,48,fmath,Electronic,916.65
Ice Lake,gfortran,48,fmath,Electronic,930.49
Emerald Rapids,gfortran,48,fmath,Electronic,556.77
Emerald Rapids,gfortran,48,fmath,Electronic,556.99
Emerald Rapids,gfortran,48,fmath,Electronic,554.58
Emerald Rapids,gfortran,48,fmath,Electronic,548.95
Emerald Rapids,gfortran,48,fmath,Electronic,558.02
Emerald Rapids,gfortran,48,fmath,Electronic,546.19
Sapphire Rapids,gfortran,48,host,Electronic,679.72
Sapphire Rapids,gfortran,48,host,Electronic,677.15
Sapphire Rapids,gfortran,48,host,Electronic,676.52
Ice Lake,gfortran,16,host,Electronic,1905.24
Ice Lake,gfortran,16,host,Electronic,1913.93
Ice Lake,gfortran,16,host,Electronic,1918.7499999999998
Ice Lake,gfortran,32,host,Electronic,1138.64
Ice Lake,gfortran,32,host,Electronic,1145.91
Ice Lake,gfortran,32,host,Electronic,1148.64
Ice Lake,gfortran,64,host,Electronic,922.63
Ice Lake,gfortran,64,host,Electronic,919.01
Ice Lake,gfortran,64,host,Electronic,956.62
Ice Lake,gfortran,24,host,Electronic,1417.5100000000002
Ice Lake,gfortran,24,host,Electronic,1432.78
Ice Lake,gfortran,24,host,Electronic,1399.04
Sapphire Rapids,gfortran,16,host,Electronic,1729.8
Sapphire Rapids,gfortran,16,host,Electronic,1705.3600000000001
Sapphire Rapids,gfortran,16,host,Electronic,1708.23
Sapphire Rapids,gfortran,32,host,Electronic,979.19
Sapphire Rapids,gfortran,32,host,Electronic,969.85
Sapphire Rapids,gfortran,32,host,Electronic,968.5500000000001
Sapphire Rapids,gfortran,64,host,Electronic,637.63
Sapphire Rapids,gfortran,64,host,Electronic,643.9
Sapphire Rapids,gfortran,64,host,Electronic,656.59
Sapphire Rapids,gfortran,24,host,Electronic,1176.18
Sapphire Rapids,gfortran,24,host,Electronic,1187.55
Sapphire Rapids,gfortran,24,host,Electronic,1195.09
Emerald Rapids,gfortran,16,host,Electronic,1423.07
Emerald Rapids,gfortran,16,host,Electronic,1465.28
Emerald Rapids,gfortran,16,host,Electronic,1459.04
Emerald Rapids,gfortran,32,host,Electronic,797.23
Emerald Rapids,gfortran,32,host,Electronic,847.9000000000001
Emerald Rapids,gfortran,32,host,Electronic,854.67
Emerald Rapids,gfortran,64,host,Electronic,520.18
Emerald Rapids,gfortran,64,host,Electronic,511.73
Emerald Rapids,gfortran,64,host,Electronic,521.64
Emerald Rapids,gfortran,24,host,Electronic,1004.6800000000001
Emerald Rapids,gfortran,24,host,Electronic,1019.1
Emerald Rapids,gfortran,24,host,Electronic,996.14
Ice Lake,gfortran,48,host,Electronic,930.8299999999999
Ice Lake,gfortran,48,host,Electronic,922.19
Ice Lake,gfortran,48,host,Electronic,929.33
Emerald Rapids,gfortran,48,host,Electronic,547.49
Emerald Rapids,gfortran,48,host,Electronic,552.4300000000001
Emerald Rapids,gfortran,48,host,Electronic,554.23
Emerald Rapids,gfortran,48,host,Electronic,556.63
Emerald Rapids,gfortran,48,host,Electronic,557.09
Sapphire Rapids,ifx,48,base,Electronic,684.9499999999999
Sapphire Rapids,ifx,48,base,Electronic,682.16
Sapphire Rapids,ifx,48,base,Electronic,681.0400000000001
Ice Lake,ifx,16,base,Electronic,1808.69
Ice Lake,ifx,16,base,Electronic,1803.46
Ice Lake,ifx,16,base,Electronic,1803.3
Ice Lake,ifx,32,base,Electronic,1150.7
Ice Lake,ifx,32,base,Electronic,1081.47
Ice Lake,ifx,32,base,Electronic,1065.82
Ice Lake,ifx,64,base,Electronic,955.99
Ice Lake,ifx,64,base,Electronic,976.1
Ice Lake,ifx,64,base,Electronic,953.4000000000001
Ice Lake,ifx,24,base,Electronic,1366.54
Ice Lake,ifx,24,base,Electronic,1346.56
Ice Lake,ifx,24,base,Electronic,1345.33
Sapphire Rapids,ifx,16,base,Electronic,1695.5800000000002
Sapphire Rapids,ifx,16,base,Electronic,1719.96
Sapphire Rapids,ifx,16,base,Electronic,1708.02
Sapphire Rapids,ifx,32,base,Electronic,982.4399999999999
Sapphire Rapids,ifx,32,base,Electronic,991.9
Sapphire Rapids,ifx,32,base,Electronic,990.83
Sapphire Rapids,ifx,64,base,Electronic,817.94
Sapphire Rapids,ifx,64,base,Electronic,817.2
Sapphire Rapids,ifx,64,base,Electronic,790.65
Sapphire Rapids,ifx,24,base,Electronic,1190.8
Sapphire Rapids,ifx,24,base,Electronic,1186.5
Sapphire Rapids,ifx,24,base,Electronic,1189.38
Emerald Rapids,ifx,16,base,Electronic,1428.0900000000001
Emerald Rapids,ifx,16,base,Electronic,1420.84
Emerald Rapids,ifx,16,base,Electronic,1384.74
Emerald Rapids,ifx,32,base,Electronic,804.07
Emerald Rapids,ifx,32,base,Electronic,812.0100000000001
Emerald Rapids,ifx,32,base,Electronic,807.18
Emerald Rapids,ifx,64,base,Electronic,657.4100000000001
Emerald Rapids,ifx,64,base,Electronic,678.0899999999999
Emerald Rapids,ifx,64,base,Electronic,698.7900000000001
Emerald Rapids,ifx,24,base,Electronic,955.4100000000001
Emerald Rapids,ifx,24,base,Electronic,984.4300000000001
Emerald Rapids,ifx,24,base,Electronic,966.46
Ice Lake,ifx,48,base,Electronic,891.81
Ice Lake,ifx,48,base,Electronic,888.56
Ice Lake,ifx,48,base,Electronic,882.9
Emerald Rapids,ifx,48,base,Electronic,553.25
Sapphire Rapids,ifx,48,fmath,Electronic,679.79
Sapphire Rapids,ifx,48,fmath,Electronic,681.62
Sapphire Rapids,ifx,48,fmath,Electronic,678.1
Ice Lake,ifx,16,fmath,Electronic,2030.02
Ice Lake,ifx,16,fmath,Electronic,2026.8
Ice Lake,ifx,16,fmath,Electronic,2037.39
Ice Lake,ifx,32,fmath,Electronic,1149.47
Ice Lake,ifx,32,fmath,Electronic,1151.93
Ice Lake,ifx,32,fmath,Electronic,1159.1
Ice Lake,ifx,64,fmath,Electronic,986.13
Ice Lake,ifx,64,fmath,Electronic,1076.4
Ice Lake,ifx,64,fmath,Electronic,1008.19
Ice Lake,ifx,24,fmath,Electronic,1458.85
Ice Lake,ifx,24,fmath,Electronic,1434.9
Ice Lake,ifx,24,fmath,Electronic,1460.17
Sapphire Rapids,ifx,16,fmath,Electronic,1723.81
Sapphire Rapids,ifx,16,fmath,Electronic,1724.03
Sapphire Rapids,ifx,32,fmath,Electronic,1028.58
Sapphire Rapids,ifx,32,fmath,Electronic,982.5
Sapphire Rapids,ifx,32,fmath,Electronic,989.6700000000001
Sapphire Rapids,ifx,64,fmath,Electronic,796.48
Sapphire Rapids,ifx,64,fmath,Electronic,791.88
Sapphire Rapids,ifx,64,fmath,Electronic,792.09
Sapphire Rapids,ifx,24,fmath,Electronic,1145.06
Sapphire Rapids,ifx,24,fmath,Electronic,1158.8
Sapphire Rapids,ifx,24,fmath,Electronic,1157.87
Emerald Rapids,ifx,16,fmath,Electronic,1378.2
Emerald Rapids,ifx,16,fmath,Electronic,1394.63
Emerald Rapids,ifx,16,fmath,Electronic,1398.55
Emerald Rapids,ifx,32,fmath,Electronic,792.26
Emerald Rapids,ifx,32,fmath,Electronic,789.36
Emerald Rapids,ifx,32,fmath,Electronic,797.1800000000001
Emerald Rapids,ifx,64,fmath,Electronic,658.0999999999999
Emerald Rapids,ifx,64,fmath,Electronic,646.06
Emerald Rapids,ifx,64,fmath,Electronic,653.45
Emerald Rapids,ifx,24,fmath,Electronic,958.0799999999999
Emerald Rapids,ifx,24,fmath,Electronic,928.19
Emerald Rapids,ifx,24,fmath,Electronic,957.29
Ice Lake,ifx,48,fmath,Electronic,932.25
Ice Lake,ifx,48,fmath,Electronic,931.9
Ice Lake,ifx,48,fmath,Electronic,917.4200000000001
Emerald Rapids,ifx,48,fmath,Electronic,549.08
Emerald Rapids,ifx,48,fmath,Electronic,548.3199999999999
Emerald Rapids,ifx,48,fmath,Electronic,548.77
Sapphire Rapids,ifx,48,host,Electronic,684.93
Sapphire Rapids,ifx,48,host,Electronic,677.11
Sapphire Rapids,ifx,48,host,Electronic,686.24
Ice Lake,ifx,16,host,Electronic,2050.5299999999997
Ice Lake,ifx,16,host,Electronic,2065.98
Ice Lake,ifx,16,host,Electronic,2113.3599999999997
Ice Lake,ifx,32,host,Electronic,1161.22
Ice Lake,ifx,32,host,Electronic,1166.78
Ice Lake,ifx,32,host,Electronic,1172.6100000000001
Ice Lake,ifx,64,host,Electronic,1020.5
Ice Lake,ifx,64,host,Electronic,1009.47
Ice Lake,ifx,64,host,Electronic,1018.93
Ice Lake,ifx,24,host,Electronic,1475.3
Ice Lake,ifx,24,host,Electronic,1462.8600000000001
Ice Lake,ifx,24,host,Electronic,1417.8700000000001
Sapphire Rapids,ifx,16,host,Electronic,1716.6399999999999
Sapphire Rapids,ifx,16,host,Electronic,1709.12
Sapphire Rapids,ifx,16,host,Electronic,1736.44
Sapphire Rapids,ifx,32,host,Electronic,983.2700000000001
Sapphire Rapids,ifx,32,host,Electronic,990.13
Sapphire Rapids,ifx,32,host,Electronic,1042.54
Sapphire Rapids,ifx,64,host,Electronic,777.51
Sapphire Rapids,ifx,64,host,Electronic,798.51
Sapphire Rapids,ifx,64,host,Electronic,810.1700000000001
Sapphire Rapids,ifx,24,host,Electronic,1188.47
Sapphire Rapids,ifx,24,host,Electronic,1174.16
Sapphire Rapids,ifx,24,host,Electronic,1172.85
Emerald Rapids,ifx,16,host,Electronic,1396.1
Emerald Rapids,ifx,16,host,Electronic,1427.5
Emerald Rapids,ifx,32,host,Electronic,807.07
Emerald Rapids,ifx,32,host,Electronic,809.88
Emerald Rapids,ifx,32,host,Electronic,806.54
Emerald Rapids,ifx,64,host,Electronic,672.9399999999999
Emerald Rapids,ifx,64,host,Electronic,634.83
Emerald Rapids,ifx,64,host,Electronic,659.87
Emerald Rapids,ifx,24,host,Electronic,947.86
Emerald Rapids,ifx,24,host,Electronic,942.16
Emerald Rapids,ifx,24,host,Electronic,945.8
Ice Lake,ifx,48,host,Electronic,945.49
Ice Lake,ifx,48,host,Electronic,924.24
Ice Lake,ifx,48,host,Electronic,939.14
Emerald Rapids,ifx,48,host,Electronic,557.05
Emerald Rapids,ifx,48,host,Electronic,548.85
Emerald Rapids,ifx,48,host,Electronic,547.46
Granite Rapids,gfortran,16,base,Electronic,1693.48
Granite Rapids,gfortran,16,base,Electronic,1710.84
Granite Rapids,gfortran,16,base,Electronic,1656.48
Granite Rapids,gfortran,32,base,Electronic,1068.15
Granite Rapids,gfortran,32,base,Electronic,1070.05
Granite Rapids,gfortran,32,base,Electronic,1067.06
Granite Rapids,gfortran,64,base,Electronic,739.11
Granite Rapids,gfortran,64,base,Electronic,762.8199999999999
Granite Rapids,gfortran,64,base,Electronic,680.8199999999999
Granite Rapids,gfortran,24,base,Electronic,1165.55
Granite Rapids,gfortran,24,base,Electronic,1191.17
Granite Rapids,gfortran,24,base,Electronic,1223.55
Granite Rapids,gfortran,16,host,Electronic,1652.03
Granite Rapids,gfortran,16,host,Electronic,1634.9
Granite Rapids,gfortran,16,host,Electronic,1659.0
Granite Rapids,gfortran,32,host,Electronic,1057.3
Granite Rapids,gfortran,32,host,Electronic,1063.31
Granite Rapids,gfortran,32,host,Electronic,1065.49
Granite Rapids,gfortran,64,host,Electronic,754.22
Granite Rapids,gfortran,64,host,Electronic,746.39
Granite Rapids,gfortran,64,host,Electronic,763.11
Granite Rapids,gfortran,24,host,Electronic,1237.25
Granite Rapids,gfortran,24,host,Electronic,1209.43
Granite Rapids,gfortran,24,host,Electronic,1219.5900000000001
Granite Rapids,ifx,16,base,Electronic,1452.6100000000001
Granite Rapids,ifx,16,base,Electronic,1456.5
Granite Rapids,ifx,16,base,Electronic,1610.2199999999998
Granite Rapids,ifx,32,base,Electronic,945.1999999999999
Granite Rapids,ifx,32,base,Electronic,892.4799999999999
Granite Rapids,ifx,32,base,Electronic,879.5699999999999
Granite Rapids,ifx,64,base,Electronic,845.4200000000001
Granite Rapids,ifx,64,base,Electronic,853.98
Granite Rapids,ifx,64,base,Electronic,861.01
Granite Rapids,ifx,24,base,Electronic,980.89
Granite Rapids,ifx,24,base,Electronic,990.04
Granite Rapids,ifx,24,base,Electronic,968.94
Granite Rapids,ifx,16,host,Electronic,1462.52
Granite Rapids,ifx,16,host,Electronic,1464.97
Granite Rapids,ifx,16,host,Electronic,1483.0
Granite Rapids,ifx,32,host,Electronic,878.66
Granite Rapids,ifx,32,host,Electronic,876.4799999999999
Granite Rapids,ifx,32,host,Electronic,873.14
Granite Rapids,ifx,64,host,Electronic,859.98
Granite Rapids,ifx,64,host,Electronic,877.65
Granite Rapids,ifx,64,host,Electronic,939.9399999999999
Granite Rapids,ifx,24,host,Electronic,972.03
Granite Rapids,ifx,24,host,Electronic,1003.7
Granite Rapids,ifx,24,host,Electronic,980.36
Granite Rapids,ifx,16,fmath,Electronic,1456.07
Granite Rapids,ifx,16,fmath,Electronic,1466.24
Granite Rapids,ifx,16,fmath,Electronic,1450.59
Granite Rapids,ifx,32,fmath,Electronic,861.34
Granite Rapids,ifx,32,fmath,Electronic,861.79
Granite Rapids,ifx,32,fmath,Electronic,868.68
Granite Rapids,ifx,64,fmath,Electronic,876.17
Granite Rapids,ifx,64,fmath,Electronic,871.08
Granite Rapids,ifx,64,fmath,Electronic,877.94
Granite Rapids,ifx,24,fmath,Electronic,985.28
Granite Rapids,ifx,24,fmath,Electronic,960.4200000000001
Granite Rapids,ifx,24,fmath,Electronic,963.34
Granite Rapids,gfortran,16,fmath,Electronic,1672.86
Granite Rapids,gfortran,16,fmath,Electronic,1676.12
Granite Rapids,gfortran,16,fmath,Electronic,1647.6899999999998
Granite Rapids,gfortran,32,fmath,Electronic,1067.83
Granite Rapids,gfortran,32,fmath,Electronic,1124.33
Granite Rapids,gfortran,32,fmath,Electronic,1064.9
Granite Rapids,gfortran,64,fmath,Electronic,739.22
Granite Rapids,gfortran,64,fmath,Electronic,754.81
Granite Rapids,gfortran,64,fmath,Electronic,758.0400000000001
Granite Rapids,gfortran,24,fmath,Electronic,1236.23
Granite Rapids,gfortran,24,fmath,Electronic,1234.46
Granite Rapids,gfortran,24,fmath,Electronic,1204.75
Granite Rapids,gfortran,48,base,Electronic,821.51
Granite Rapids,gfortran,48,base,Electronic,820.77
Granite Rapids,gfortran,48,base,Electronic,822.61
Granite Rapids,gfortran,48,host,Electronic,821.79
Granite Rapids,gfortran,48,host,Electronic,816.55
Granite Rapids,gfortran,48,host,Electronic,823.6600000000001
Granite Rapids,gfortran,48,fmath,Electronic,820.5899999999999
Granite Rapids,gfortran,48,fmath,Electronic,819.62
Granite Rapids,gfortran,48,fmath,Electronic,820.21
Granite Rapids,ifx,48,base,Electronic,562.75
Granite Rapids,ifx,48,base,Electronic,563.73
Granite Rapids,ifx,48,base,Electronic,557.26
Granite Rapids,ifx,48,host,Electronic,563.7
Granite Rapids,ifx,48,host,Electronic,568.8100000000001
Granite Rapids,ifx,48,host,Electronic,568.08
Granite Rapids,ifx,48,fmath,Electronic,551.9399999999999
Granite Rapids,ifx,48,fmath,Electronic,555.4399999999999
Granite Rapids,ifx,48,fmath,Electronic,553.11
Sapphire Rapids,gfortran,48,base,Phonon,225.76999999999998
Sapphire Rapids,gfortran,48,base,Phonon,225.18
Sapphire Rapids,gfortran,48,base,Phonon,225.08999999999997
Sapphire Rapids,gfortran,48,base,Phonon,225.38
Sapphire Rapids,gfortran,48,base,Phonon,225.91
Ice Lake,gfortran,16,base,Phonon,586.47
Ice Lake,gfortran,16,base,Phonon,598.22
Ice Lake,gfortran,16,base,Phonon,600.62
Ice Lake,gfortran,32,base,Phonon,365.96000000000004
Ice Lake,gfortran,32,base,Phonon,365.85
Ice Lake,gfortran,32,base,Phonon,367.48
Ice Lake,gfortran,64,base,Phonon,325.0
Ice Lake,gfortran,64,base,Phonon,323.48
Ice Lake,gfortran,64,base,Phonon,325.25
Ice Lake,gfortran,24,base,Phonon,483.41
Ice Lake,gfortran,24,base,Phonon,483.06
Ice Lake,gfortran,24,base,Phonon,482.02
Sapphire Rapids,gfortran,16,base,Phonon,533.46
Sapphire Rapids,gfortran,16,base,Phonon,536.07
Sapphire Rapids,gfortran,32,base,Phonon,297.81
Sapphire Rapids,gfortran,32,base,Phonon,297.81
Sapphire Rapids,gfortran,32,base,Phonon,297.07
Sapphire Rapids,gfortran,64,base,Phonon,212.29999999999998
Sapphire Rapids,gfortran,64,base,Phonon,212.47
Sapphire Rapids,gfortran,64,base,Phonon,211.79
Sapphire Rapids,gfortran,24,base,Phonon,397.88
Sapphire Rapids,gfortran,24,base,Phonon,399.51
Sapphire Rapids,gfortran,24,base,Phonon,398.08
Emerald Rapids,gfortran,16,base,Phonon,456.22
Emerald Rapids,gfortran,16,base,Phonon,458.23
Emerald Rapids,gfortran,16,base,Phonon,458.34000000000003
Emerald Rapids,gfortran,32,base,Phonon,249.24999999999997
Emerald Rapids,gfortran,32,base,Phonon,249.34
Emerald Rapids,gfortran,32,base,Phonon,249.19
Emerald Rapids,gfortran,64,base,Phonon,169.65
Emerald Rapids,gfortran,64,base,Phonon,169.52
Emerald Rapids,gfortran,64,base,Phonon,169.44
Emerald Rapids,gfortran,24,base,Phonon,339.4
Emerald Rapids,gfortran,24,base,Phonon,338.31
Emerald Rapids,gfortran,24,base,Phonon,339.08000000000004
Ice Lake,gfortran,48,base,Phonon,306.98
Ice Lake,gfortran,48,base,Phonon,313.77
Ice Lake,gfortran,48,base,Phonon,307.63
Emerald Rapids,gfortran,48,base,Phonon,186.97
Emerald Rapids,gfortran,48,base,Phonon,187.76000000000002
Emerald Rapids,gfortran,48,base,Phonon,186.59
Sapphire Rapids,gfortran,48,fmath,Phonon,223.42999999999998
Sapphire Rapids,gfortran,48,fmath,Phonon,223.82000000000002
Sapphire Rapids,gfortran,48,fmath,Phonon,223.57
Ice Lake,gfortran,16,fmath,Phonon,587.39
Ice Lake,gfortran,16,fmath,Phonon,592.89
Ice Lake,gfortran,16,fmath,Phonon,583.4
Ice Lake,gfortran,32,fmath,Phonon,357.24
Ice Lake,gfortran,32,fmath,Phonon,360.0
Ice Lake,gfortran,32,fmath,Phonon,360.08000000000004
Ice Lake,gfortran,64,fmath,Phonon,320.33
Ice Lake,gfortran,64,fmath,Phonon,323.17
Ice Lake,gfortran,64,fmath,Phonon,324.53
Ice Lake,gfortran,24,fmath,Phonon,473.77000000000004
Ice Lake,gfortran,24,fmath,Phonon,477.59
Ice Lake,gfortran,24,fmath,Phonon,474.84999999999997
Sapphire Rapids,gfortran,16,fmath,Phonon,528.49
Sapphire Rapids,gfortran,16,fmath,Phonon,523.85
Sapphire Rapids,gfortran,16,fmath,Phonon,525.74
Sapphire Rapids,gfortran,32,fmath,Phonon,294.78000000000003
Sapphire Rapids,gfortran,32,fmath,Phonon,294.71999999999997
Sapphire Rapids,gfortran,32,fmath,Phonon,294.02
Sapphire Rapids,gfortran,64,fmath,Phonon,212.11
Sapphire Rapids,gfortran,64,fmath,Phonon,211.82000000000002
Sapphire Rapids,gfortran,64,fmath,Phonon,211.18
Sapphire Rapids,gfortran,24,fmath,Phonon,392.21000000000004
Sapphire Rapids,gfortran,24,fmath,Phonon,393.07
Sapphire Rapids,gfortran,24,fmath,Phonon,393.35999999999996
Emerald Rapids,gfortran,16,fmath,Phonon,448.26
Emerald Rapids,gfortran,16,fmath,Phonon,450.95
Emerald Rapids,gfortran,16,fmath,Phonon,447.36
Emerald Rapids,gfortran,32,fmath,Phonon,246.59
Emerald Rapids,gfortran,32,fmath,Phonon,246.48000000000002
Emerald Rapids,gfortran,32,fmath,Phonon,245.35999999999999
Emerald Rapids,gfortran,64,fmath,Phonon,167.11
Emerald Rapids,gfortran,64,fmath,Phonon,170.18
Emerald Rapids,gfortran,64,fmath,Phonon,168.47
Emerald Rapids,gfortran,24,fmath,Phonon,333.12
Emerald Rapids,gfortran,24,fmath,Phonon,333.88
Emerald Rapids,gfortran,24,fmath,Phonon,333.85
Ice Lake,gfortran,48,fmath,Phonon,303.87
Ice Lake,gfortran,48,fmath,Phonon,303.15999999999997
Ice Lake,gfortran,48,fmath,Phonon,303.52
Emerald Rapids,gfortran,48,fmath,Phonon,185.09000000000003
Emerald Rapids,gfortran,48,fmath,Phonon,184.74
Emerald Rapids,gfortran,48,fmath,Phonon,185.19
Emerald Rapids,gfortran,48,fmath,Phonon,184.59
Emerald Rapids,gfortran,48,fmath,Phonon,185.13
Emerald Rapids,gfortran,48,fmath,Phonon,185.54999999999998
Sapphire Rapids,gfortran,48,host,Phonon,224.29
Sapphire Rapids,gfortran,48,host,Phonon,224.66
Sapphire Rapids,gfortran,48,host,Phonon,223.47
Ice Lake,gfortran,16,host,Phonon,584.99
Ice Lake,gfortran,16,host,Phonon,589.09
Ice Lake,gfortran,16,host,Phonon,589.5600000000001
Ice Lake,gfortran,32,host,Phonon,359.31
Ice Lake,gfortran,32,host,Phonon,357.90999999999997
Ice Lake,gfortran,32,host,Phonon,359.34
Ice Lake,gfortran,64,host,Phonon,321.43
Ice Lake,gfortran,64,host,Phonon,324.84000000000003
Ice Lake,gfortran,64,host,Phonon,323.46
Ice Lake,gfortran,24,host,Phonon,470.64000000000004
Ice Lake,gfortran,24,host,Phonon,474.76
Ice Lake,gfortran,24,host,Phonon,471.96999999999997
Sapphire Rapids,gfortran,16,host,Phonon,530.45
Sapphire Rapids,gfortran,16,host,Phonon,526.63
Sapphire Rapids,gfortran,16,host,Phonon,527.59
Sapphire Rapids,gfortran,32,host,Phonon,292.83
Sapphire Rapids,gfortran,32,host,Phonon,294.16
Sapphire Rapids,gfortran,32,host,Phonon,293.53
Sapphire Rapids,gfortran,64,host,Phonon,211.91000000000003
Sapphire Rapids,gfortran,64,host,Phonon,212.02
Sapphire Rapids,gfortran,64,host,Phonon,211.69
Sapphire Rapids,gfortran,24,host,Phonon,393.46000000000004
Sapphire Rapids,gfortran,24,host,Phonon,392.78999999999996
Sapphire Rapids,gfortran,24,host,Phonon,392.12
Emerald Rapids,gfortran,16,host,Phonon,448.87
Emerald Rapids,gfortran,16,host,Phonon,448.89
Emerald Rapids,gfortran,16,host,Phonon,452.90999999999997
Emerald Rapids,gfortran,32,host,Phonon,246.61
Emerald Rapids,gfortran,32,host,Phonon,246.85
Emerald Rapids,gfortran,32,host,Phonon,245.23
Emerald Rapids,gfortran,64,host,Phonon,169.45
Emerald Rapids,gfortran,64,host,Phonon,168.35
Emerald Rapids,gfortran,64,host,Phonon,167.55
Emerald Rapids,gfortran,24,host,Phonon,334.36
Emerald Rapids,gfortran,24,host,Phonon,332.95
Emerald Rapids,gfortran,24,host,Phonon,332.37
Ice Lake,gfortran,48,host,Phonon,304.93
Ice Lake,gfortran,48,host,Phonon,305.07
Ice Lake,gfortran,48,host,Phonon,305.66
Emerald Rapids,gfortran,48,host,Phonon,184.95999999999998
Emerald Rapids,gfortran,48,host,Phonon,184.2
Emerald Rapids,gfortran,48,host,Phonon,185.08999999999997
Emerald Rapids,gfortran,48,host,Phonon,185.25
Emerald Rapids,gfortran,48,host,Phonon,184.92
Sapphire Rapids,ifx,48,base,Phonon,217.94
Sapphire Rapids,ifx,48,base,Phonon,214.83999999999997
Sapphire Rapids,ifx,48,base,Phonon,215.93
Ice Lake,ifx,16,base,Phonon,545.52
Ice Lake,ifx,16,base,Phonon,545.71
Ice Lake,ifx,16,base,Phonon,545.24
Ice Lake,ifx,32,base,Phonon,319.99
Ice Lake,ifx,32,base,Phonon,319.78000000000003
Ice Lake,ifx,32,base,Phonon,320.2
Ice Lake,ifx,64,base,Phonon,304.53000000000003
Ice Lake,ifx,64,base,Phonon,310.66
Ice Lake,ifx,64,base,Phonon,308.23
Ice Lake,ifx,24,base,Phonon,452.52000000000004
Ice Lake,ifx,24,base,Phonon,455.53000000000003
Ice Lake,ifx,24,base,Phonon,451.21000000000004
Sapphire Rapids,ifx,16,base,Phonon,506.05
Sapphire Rapids,ifx,16,base,Phonon,505.16
Sapphire Rapids,ifx,16,base,Phonon,505.79
Sapphire Rapids,ifx,32,base,Phonon,273.93
Sapphire Rapids,ifx,32,base,Phonon,274.28000000000003
Sapphire Rapids,ifx,32,base,Phonon,274.87
Sapphire Rapids,ifx,64,base,Phonon,203.04
Sapphire Rapids,ifx,64,base,Phonon,203.69
Sapphire Rapids,ifx,64,base,Phonon,202.07999999999998
Sapphire Rapids,ifx,24,base,Phonon,380.92
Sapphire Rapids,ifx,24,base,Phonon,380.9
Sapphire Rapids,ifx,24,base,Phonon,381.44
